p_dep,p_gate,p_res,p_read,l,d,r,ts
0.0005,0.0005,0.0099,0.0099,2.56E-08,13,39,22:17.0
0.0005,0.0005,0.0099,0.0099,1.61E-08,17,62,54:35.5
0.0005,0.003633333,0.0005,0.0005,2.95E-06,13,39,32:23.7
0.0005,0.003633333,0.0005,0.0005,2.56E-06,13,43,34:35.2
0.0005,0.003633333,0.0005,0.0005,3.15E-06,13,48,37:05.6
0.0005,0.003633333,0.0005,0.0005,3.46E-06,13,52,39:47.4
0.0005,0.003633333,0.0005,0.0005,8.89E-07,15,45,42:52.6
0.0005,0.003633333,0.0005,0.0005,8.20E-07,15,50,46:19.4
0.0005,0.003633333,0.0005,0.0005,8.36E-07,15,55,49:57.2
0.0005,0.003633333,0.0005,0.0005,9.17E-07,15,60,53:37.5
0.0005,0.003633333,0.0005,0.0005,2.75E-07,17,51,57:50.2
0.0005,0.003633333,0.0005,0.0005,2.11E-07,17,57,02:39.4
0.0005,0.003633333,0.0005,0.0005,3.23E-07,17,62,08:19.4
0.0005,0.003633333,0.0005,0.0005,2.50E-07,17,68,14:15.0
0.0005,0.003633333,0.0005,0.0005,5.26E-08,19,57,20:37.2
0.0005,0.003633333,0.0005,0.0005,3.17E-08,19,63,29:01.0
0.0005,0.003633333,0.0005,0.0005,8.57E-08,19,70,38:10.6
0.0005,0.003633333,0.0005,0.0005,2.63E-08,19,76,48:37.6
0.0005,0.003633333,0.003633333,0.003633333,6.72E-06,13,39,50:58.2
0.0005,0.003633333,0.003633333,0.003633333,6.98E-06,13,43,53:25.7
0.0005,0.003633333,0.003633333,0.003633333,7.19E-06,13,48,56:19.5
0.0005,0.003633333,0.003633333,0.003633333,6.46E-06,13,52,59:56.2
0.0005,0.003633333,0.003633333,0.003633333,2.24E-06,15,45,03:58.0
0.0005,0.003633333,0.003633333,0.003633333,2.36E-06,15,50,08:20.6
0.0005,0.003633333,0.003633333,0.003633333,2.15E-06,15,55,13:33.4
0.0005,0.003633333,0.003633333,0.003633333,2.03E-06,15,60,20:14.1
0.0005,0.003633333,0.003633333,0.003633333,5.88E-07,17,51,27:32.9
0.0005,0.003633333,0.003633333,0.003633333,5.97E-07,17,57,34:50.8
0.0005,0.003633333,0.003633333,0.003633333,7.42E-07,17,62,42:44.9
0.0005,0.003633333,0.003633333,0.003633333,7.21E-07,17,68,51:41.0
0.0005,0.003633333,0.003633333,0.003633333,1.75E-07,19,57,01:19.8
0.0005,0.003633333,0.003633333,0.003633333,2.54E-07,19,63,11:30.4
0.0005,0.003633333,0.003633333,0.003633333,1.71E-07,19,70,23:48.6
0.0005,0.003633333,0.003633333,0.003633333,1.84E-07,19,76,37:59.8
0.0005,0.003633333,0.006766667,0.006766667,1.21E-05,13,39,41:17.3
0.0005,0.003633333,0.006766667,0.006766667,1.29E-05,13,43,44:28.9
0.0005,0.003633333,0.006766667,0.006766667,1.12E-05,13,48,48:24.4
0.0005,0.003633333,0.006766667,0.006766667,1.29E-05,13,52,51:57.5
0.0005,0.003633333,0.006766667,0.006766667,4.49E-06,15,45,56:50.6
0.0005,0.003633333,0.006766667,0.006766667,4.32E-06,15,50,01:37.9
0.0005,0.003633333,0.006766667,0.006766667,4.33E-06,15,55,07:39.3
0.0005,0.003633333,0.006766667,0.006766667,4.37E-06,15,60,14:07.7
0.0005,0.003633333,0.006766667,0.006766667,1.76E-06,17,51,21:05.6
0.0005,0.003633333,0.006766667,0.006766667,1.70E-06,17,57,28:56.4
0.0005,0.003633333,0.006766667,0.006766667,1.40E-06,17,62,37:43.7
0.0005,0.003633333,0.006766667,0.006766667,1.44E-06,17,68,47:26.9
0.0005,0.003633333,0.006766667,0.006766667,4.74E-07,19,57,58:42.1
0.0005,0.003633333,0.006766667,0.006766667,5.24E-07,19,63,11:32.4
0.0005,0.003633333,0.006766667,0.006766667,7.43E-07,19,70,25:59.4
0.0005,0.003633333,0.006766667,0.006766667,5.53E-07,19,76,41:53.5
0.0005,0.003633333,0.0099,0.0099,2.12E-05,13,39,44:12.6
0.0005,0.003633333,0.0099,0.0099,2.20E-05,13,43,46:25.7
0.0005,0.003633333,0.0099,0.0099,2.10E-05,13,48,48:32.0
0.0005,0.003633333,0.0099,0.0099,2.15E-05,13,52,50:56.8
0.0005,0.003633333,0.0099,0.0099,8.29E-06,15,45,56:39.7
0.0005,0.003633333,0.0099,0.0099,7.48E-06,15,50,03:03.0
0.0005,0.003633333,0.0099,0.0099,8.33E-06,15,55,09:14.7
0.0005,0.003633333,0.0099,0.0099,7.99E-06,15,60,16:05.8
0.0005,0.003633333,0.0099,0.0099,2.71E-06,17,51,24:35.1
0.0005,0.003633333,0.0099,0.0099,3.37E-06,17,57,34:54.0
0.0005,0.003633333,0.0099,0.0099,3.03E-06,17,62,46:09.5
0.0005,0.003633333,0.0099,0.0099,2.69E-06,17,68,58:07.7
0.0005,0.003633333,0.0099,0.0099,1.26E-06,19,57,30:50.7
0.0005,0.003633333,0.0099,0.0099,1.22E-06,19,63,50:48.9
0.0005,0.003633333,0.0099,0.0099,1.46E-06,19,70,27:10.3
0.0005,0.003633333,0.0099,0.0099,1.28E-06,19,76,40:21.6
0.0005,0.006766667,0.0005,0.0005,0.000215958,13,39,40:40.0
0.0005,0.006766667,0.0005,0.0005,0.000203203,13,43,41:00.4
0.0005,0.006766667,0.0005,0.0005,0.000198742,13,48,41:20.3
0.0005,0.006766667,0.0005,0.0005,0.000214164,13,52,41:41.6
0.0005,0.006766667,0.0005,0.0005,0.00010435,15,45,42:34.9
0.0005,0.006766667,0.0005,0.0005,0.000112308,15,50,43:20.1
0.0005,0.006766667,0.0005,0.0005,0.000104385,15,55,44:08.9
0.0005,0.006766667,0.0005,0.0005,0.000106261,15,60,44:58.9
0.0005,0.006766667,0.0005,0.0005,5.56E-05,17,51,46:52.6
0.0005,0.006766667,0.0005,0.0005,5.98E-05,17,57,48:47.4
0.0005,0.006766667,0.0005,0.0005,6.06E-05,17,62,50:39.4
0.0005,0.006766667,0.0005,0.0005,6.20E-05,17,68,52:35.5
0.0005,0.006766667,0.0005,0.0005,3.14E-05,19,57,57:11.5
0.0005,0.006766667,0.0005,0.0005,3.09E-05,19,63,01:44.3
0.0005,0.006766667,0.0005,0.0005,3.08E-05,19,70,06:34.6
0.0005,0.006766667,0.0005,0.0005,3.22E-05,19,76,11:17.4
0.0005,0.006766667,0.003633333,0.003633333,0.000364059,13,39,11:31.7
0.0005,0.006766667,0.003633333,0.003633333,0.0003854,13,43,11:47.6
0.0005,0.006766667,0.003633333,0.003633333,0.00035097,13,48,12:05.2
0.0005,0.006766667,0.003633333,0.003633333,0.00038659,13,52,12:22.5
0.0005,0.006766667,0.003633333,0.003633333,0.000202468,15,45,12:58.7
0.0005,0.006766667,0.003633333,0.003633333,0.000229307,15,50,13:32.6
0.0005,0.006766667,0.003633333,0.003633333,0.000218828,15,55,14:10.3
0.0005,0.006766667,0.003633333,0.003633333,0.000221105,15,60,14:47.5
0.0005,0.006766667,0.003633333,0.003633333,0.000134182,17,51,15:57.4
0.0005,0.006766667,0.003633333,0.003633333,0.000122206,17,57,17:18.6
0.0005,0.006766667,0.003633333,0.003633333,0.000136916,17,62,18:29.3
0.0005,0.006766667,0.003633333,0.003633333,0.000133228,17,68,19:46.8
0.0005,0.006766667,0.003633333,0.003633333,8.41E-05,19,57,22:02.1
0.0005,0.006766667,0.003633333,0.003633333,8.07E-05,19,63,24:46.6
0.0005,0.006766667,0.003633333,0.003633333,8.15E-05,19,70,27:20.3
0.0005,0.006766667,0.003633333,0.003633333,7.35E-05,19,76,30:17.1
0.0005,0.006766667,0.006766667,0.006766667,0.000587129,13,39,30:31.3
0.0005,0.006766667,0.006766667,0.006766667,0.000555934,13,43,30:49.3
0.0005,0.006766667,0.006766667,0.006766667,0.000516741,13,48,31:07.2
0.0005,0.006766667,0.006766667,0.006766667,0.000577726,13,52,31:23.9
0.0005,0.006766667,0.006766667,0.006766667,0.000363603,15,45,31:55.0
0.0005,0.006766667,0.006766667,0.006766667,0.00031993,15,50,32:28.2
0.0005,0.006766667,0.006766667,0.006766667,0.000372446,15,55,32:58.5
0.0005,0.006766667,0.006766667,0.006766667,0.000358276,15,60,33:31.8
0.0005,0.006766667,0.006766667,0.006766667,0.000254085,17,51,34:21.2
0.0005,0.006766667,0.006766667,0.006766667,0.000268627,17,57,35:18.3
0.0005,0.006766667,0.006766667,0.006766667,0.000229614,17,62,36:26.9
0.0005,0.006766667,0.006766667,0.006766667,0.000242634,17,68,37:24.3
0.0005,0.006766667,0.006766667,0.006766667,0.000144285,19,57,39:14.1
0.0005,0.006766667,0.006766667,0.006766667,0.000174098,19,63,40:48.2
0.0005,0.006766667,0.006766667,0.006766667,0.000167542,19,70,42:33.2
0.0005,0.006766667,0.006766667,0.006766667,0.000156259,19,76,44:15.5
0.0005,0.006766667,0.0099,0.0099,0.000833138,13,39,44:26.1
0.0005,0.006766667,0.0099,0.0099,0.000825486,13,43,44:36.7
0.0005,0.006766667,0.0099,0.0099,0.000859532,13,48,44:48.3
0.0005,0.006766667,0.0099,0.0099,0.000815745,13,52,45:01.0
0.0005,0.006766667,0.0099,0.0099,0.000613801,15,45,45:19.9
0.0005,0.006766667,0.0099,0.0099,0.000602331,15,50,45:40.8
0.0005,0.006766667,0.0099,0.0099,0.000607528,15,55,46:03.8
0.0005,0.006766667,0.0099,0.0099,0.000612272,15,60,46:25.5
0.0005,0.006766667,0.0099,0.0099,0.000394371,17,51,47:02.7
0.0005,0.006766667,0.0099,0.0099,0.000434852,17,57,47:36.3
0.0005,0.006766667,0.0099,0.0099,0.000411969,17,62,48:16.5
0.0005,0.006766667,0.0099,0.0099,0.000432804,17,68,48:55.5
0.0005,0.006766667,0.0099,0.0099,0.000283277,19,57,49:56.5
0.0005,0.006766667,0.0099,0.0099,0.000290626,19,63,51:03.7
0.0005,0.006766667,0.0099,0.0099,0.000299242,19,70,52:02.3
0.0005,0.006766667,0.0099,0.0099,0.00031995,19,76,53:08.7
0.0005,0.0099,0.0005,0.0005,0.002184208,13,39,53:16.4
0.0005,0.0099,0.0005,0.0005,0.002289619,13,43,53:23.8
0.0005,0.0099,0.0005,0.0005,0.002312311,13,48,53:32.5
0.0005,0.0099,0.0005,0.0005,0.002328983,13,52,53:41.5
0.0005,0.0099,0.0005,0.0005,0.001769787,15,45,53:52.3
0.0005,0.0099,0.0005,0.0005,0.001883414,15,50,54:03.7
0.0005,0.0099,0.0005,0.0005,0.001811064,15,55,54:16.2
0.0005,0.0099,0.0005,0.0005,0.001814666,15,60,54:29.3
0.0005,0.0099,0.0005,0.0005,0.001349796,17,51,54:48.9
0.0005,0.0099,0.0005,0.0005,0.001415244,17,57,55:08.6
0.0005,0.0099,0.0005,0.0005,0.001309187,17,62,55:29.1
0.0005,0.0099,0.0005,0.0005,0.001336449,17,68,55:50.3
0.0005,0.0099,0.0005,0.0005,0.00106725,19,57,56:19.2
0.0005,0.0099,0.0005,0.0005,0.001142383,19,63,56:50.7
0.0005,0.0099,0.0005,0.0005,0.001089834,19,70,57:22.9
0.0005,0.0099,0.0005,0.0005,0.001097284,19,76,57:57.2
0.0005,0.0099,0.003633333,0.003633333,0.003202208,13,39,58:03.6
0.0005,0.0099,0.003633333,0.003633333,0.003366014,13,43,58:10.6
0.0005,0.0099,0.003633333,0.003633333,0.003267622,13,48,58:17.9
0.0005,0.0099,0.003633333,0.003633333,0.003493027,13,52,58:25.9
0.0005,0.0099,0.003633333,0.003633333,0.002612744,15,45,58:36.6
0.0005,0.0099,0.003633333,0.003633333,0.002908421,15,50,58:47.6
0.0005,0.0099,0.003633333,0.003633333,0.002848078,15,55,58:58.8
0.0005,0.0099,0.003633333,0.003633333,0.003008082,15,60,59:11.4
0.0005,0.0099,0.003633333,0.003633333,0.002372335,17,51,59:27.5
0.0005,0.0099,0.003633333,0.003633333,0.002403715,17,57,59:43.8
0.0005,0.0099,0.003633333,0.003633333,0.002367277,17,62,00:01.3
0.0005,0.0099,0.003633333,0.003633333,0.002529051,17,68,00:19.8
0.0005,0.0099,0.003633333,0.003633333,0.002039731,19,57,00:42.1
0.0005,0.0099,0.003633333,0.003633333,0.002073052,19,63,01:06.2
0.0005,0.0099,0.003633333,0.003633333,0.002096595,19,70,01:31.5
0.0005,0.0099,0.003633333,0.003633333,0.002034203,19,76,01:57.4
0.0005,0.0099,0.006766667,0.006766667,0.0047905,13,39,02:04.6
0.0005,0.0099,0.006766667,0.006766667,0.004861574,13,43,02:10.9
0.0005,0.0099,0.006766667,0.006766667,0.00421712,13,48,02:18.1
0.0005,0.0099,0.006766667,0.006766667,0.004788382,13,52,02:25.2
0.0005,0.0099,0.006766667,0.006766667,0.004329195,15,45,02:34.5
0.0005,0.0099,0.006766667,0.006766667,0.004421524,15,50,02:45.0
0.0005,0.0099,0.006766667,0.006766667,0.004109855,15,55,02:55.8
0.0005,0.0099,0.006766667,0.006766667,0.004768121,15,60,03:07.0
0.0005,0.0099,0.006766667,0.006766667,0.00373203,17,51,03:22.3
0.0005,0.0099,0.006766667,0.006766667,0.004050015,17,57,03:36.6
0.0005,0.0099,0.006766667,0.006766667,0.00373347,17,62,03:53.5
0.0005,0.0099,0.006766667,0.006766667,0.004298505,17,68,04:11.7
0.0005,0.0099,0.006766667,0.006766667,0.003697391,19,57,04:30.4
0.0005,0.0099,0.006766667,0.006766667,0.003400319,19,63,04:52.2
0.0005,0.0099,0.006766667,0.006766667,0.003007266,19,70,05:16.2
0.0005,0.0099,0.006766667,0.006766667,0.003629857,19,76,05:40.4
0.0005,0.0099,0.0099,0.0099,0.007059068,13,39,05:46.7
0.0005,0.0099,0.0099,0.0099,0.006234674,13,43,05:52.8
0.0005,0.0099,0.0099,0.0099,0.006960929,13,48,06:00.4
0.0005,0.0099,0.0099,0.0099,0.006405773,13,52,06:08.5
0.0005,0.0099,0.0099,0.0099,0.005779922,15,45,06:17.9
0.0005,0.0099,0.0099,0.0099,0.005808262,15,50,06:28.1
0.0005,0.0099,0.0099,0.0099,0.006135282,15,55,06:39.2
0.0005,0.0099,0.0099,0.0099,0.006138987,15,60,06:51.4
0.0005,0.0099,0.0099,0.0099,0.005811162,17,51,07:05.2
0.0005,0.0099,0.0099,0.0099,0.00545552,17,57,07:21.8
0.0005,0.0099,0.0099,0.0099,0.005891318,17,62,07:38.1
0.0005,0.0099,0.0099,0.0099,0.006328828,17,68,07:55.3
0.0005,0.0099,0.0099,0.0099,0.004659712,19,57,08:17.7
0.0005,0.0099,0.0099,0.0099,0.005064358,19,63,08:39.2
0.0005,0.0099,0.0099,0.0099,0.00536055,19,70,09:04.8
0.0005,0.0099,0.0099,0.0099,0.00526677,19,76,09:29.9
0.003633333,0.0005,0.0005,0.0005,2.08E-08,13,48,12:36.0
0.003633333,0.0005,0.003633333,0.003633333,2.08E-08,13,48,48:45.3
0.003633333,0.0005,0.006766667,0.006766667,4.65E-08,13,43,36:12.2
0.003633333,0.0005,0.006766667,0.006766667,8.33E-08,13,48,38:16.4
0.003633333,0.0005,0.006766667,0.006766667,1.92E-08,13,52,40:23.9
0.003633333,0.0005,0.006766667,0.006766667,2.00E-08,15,50,46:43.8
0.003633333,0.0005,0.0099,0.0099,1.03E-07,13,39,46:50.7
0.003633333,0.0005,0.0099,0.0099,1.86E-07,13,43,49:27.8
0.003633333,0.0005,0.0099,0.0099,1.25E-07,13,48,52:22.5
0.003633333,0.0005,0.0099,0.0099,1.15E-07,13,52,55:38.6
0.003633333,0.0005,0.0099,0.0099,8.89E-08,15,45,59:35.9
0.003633333,0.0005,0.0099,0.0099,2.00E-08,15,50,03:34.1
0.003633333,0.003633333,0.0005,0.0005,1.25E-05,13,39,23:15.2
0.003633333,0.003633333,0.0005,0.0005,1.33E-05,13,43,25:32.8
0.003633333,0.003633333,0.0005,0.0005,1.33E-05,13,48,27:49.2
0.003633333,0.003633333,0.0005,0.0005,1.38E-05,13,52,29:53.5
0.003633333,0.003633333,0.0005,0.0005,4.16E-06,15,45,33:25.6
0.003633333,0.003633333,0.0005,0.0005,4.88E-06,15,50,37:07.3
0.003633333,0.003633333,0.0005,0.0005,4.04E-06,15,55,41:18.7
0.003633333,0.003633333,0.0005,0.0005,4.65E-06,15,60,46:00.5
0.003633333,0.003633333,0.0005,0.0005,1.49E-06,17,51,51:17.4
0.003633333,0.003633333,0.0005,0.0005,1.40E-06,17,57,57:26.0
0.003633333,0.003633333,0.0005,0.0005,1.39E-06,17,62,04:07.1
0.003633333,0.003633333,0.0005,0.0005,1.60E-06,17,68,11:08.5
0.003633333,0.003633333,0.0005,0.0005,5.97E-07,19,57,18:27.6
0.003633333,0.003633333,0.0005,0.0005,5.24E-07,19,63,26:43.1
0.003633333,0.003633333,0.0005,0.0005,4.00E-07,19,70,36:10.6
0.003633333,0.003633333,0.0005,0.0005,4.87E-07,19,76,46:47.7
0.003633333,0.003633333,0.003633333,0.003633333,2.73E-05,13,39,48:08.3
0.003633333,0.003633333,0.003633333,0.003633333,2.84E-05,13,43,49:38.5
0.003633333,0.003633333,0.003633333,0.003633333,2.52E-05,13,48,51:14.7
0.003633333,0.003633333,0.003633333,0.003633333,2.87E-05,13,52,52:40.6
0.003633333,0.003633333,0.003633333,0.003633333,1.12E-05,15,45,56:41.4
0.003633333,0.003633333,0.003633333,0.003633333,1.07E-05,15,50,00:49.0
0.003633333,0.003633333,0.003633333,0.003633333,1.14E-05,15,55,05:03.3
0.003633333,0.003633333,0.003633333,0.003633333,1.11E-05,15,60,09:57.7
0.003633333,0.003633333,0.003633333,0.003633333,4.12E-06,17,51,16:49.3
0.003633333,0.003633333,0.003633333,0.003633333,3.90E-06,17,57,24:21.4
0.003633333,0.003633333,0.003633333,0.003633333,3.81E-06,17,62,31:54.0
0.003633333,0.003633333,0.003633333,0.003633333,4.06E-06,17,68,40:30.9
0.003633333,0.003633333,0.003633333,0.003633333,1.60E-06,19,57,49:50.7
0.003633333,0.003633333,0.003633333,0.003633333,1.57E-06,19,63,00:24.5
0.003633333,0.003633333,0.003633333,0.003633333,1.71E-06,19,70,12:39.5
0.003633333,0.003633333,0.003633333,0.003633333,1.71E-06,19,76,27:04.2
0.003633333,0.003633333,0.006766667,0.006766667,5.10E-05,13,39,28:07.7
0.003633333,0.003633333,0.006766667,0.006766667,4.96E-05,13,43,29:11.0
0.003633333,0.003633333,0.006766667,0.006766667,4.98E-05,13,48,30:05.5
0.003633333,0.003633333,0.006766667,0.006766667,4.93E-05,13,52,31:02.7
0.003633333,0.003633333,0.006766667,0.006766667,2.02E-05,15,45,37:36.4
0.003633333,0.003633333,0.006766667,0.006766667,2.08E-05,15,50,41:16.2
0.003633333,0.003633333,0.006766667,0.006766667,2.21E-05,15,55,44:37.6
0.003633333,0.003633333,0.006766667,0.006766667,2.19E-05,15,60,48:35.2
0.003633333,0.003633333,0.006766667,0.006766667,9.75E-06,17,51,58:35.0
0.003633333,0.003633333,0.006766667,0.006766667,9.12E-06,17,57,08:46.3
0.003633333,0.003633333,0.006766667,0.006766667,9.32E-06,17,62,17:23.3
0.003633333,0.003633333,0.006766667,0.006766667,8.76E-06,17,68,27:49.7
0.003633333,0.003633333,0.006766667,0.006766667,3.84E-06,19,57,41:20.3
0.003633333,0.003633333,0.006766667,0.006766667,3.27E-06,19,63,56:35.4
0.003633333,0.003633333,0.006766667,0.006766667,4.10E-06,19,70,12:42.0
0.003633333,0.003633333,0.006766667,0.006766667,4.20E-06,19,76,28:38.9
0.003633333,0.003633333,0.0099,0.0099,8.18E-05,13,39,29:16.8
0.003633333,0.003633333,0.0099,0.0099,8.58E-05,13,43,29:57.1
0.003633333,0.003633333,0.0099,0.0099,8.68E-05,13,48,30:43.2
0.003633333,0.003633333,0.0099,0.0099,7.83E-05,13,52,31:32.3
0.003633333,0.003633333,0.0099,0.0099,3.64E-05,15,45,33:41.2
0.003633333,0.003633333,0.0099,0.0099,3.91E-05,15,50,35:45.3
0.003633333,0.003633333,0.0099,0.0099,3.79E-05,15,55,37:57.7
0.003633333,0.003633333,0.0099,0.0099,3.53E-05,15,60,40:08.5
0.003633333,0.003633333,0.0099,0.0099,1.69E-05,17,51,45:08.9
0.003633333,0.003633333,0.0099,0.0099,1.69E-05,17,57,50:47.2
0.003633333,0.003633333,0.0099,0.0099,1.68E-05,17,62,56:01.1
0.003633333,0.003633333,0.0099,0.0099,1.87E-05,17,68,01:53.9
0.003633333,0.003633333,0.0099,0.0099,7.67E-06,19,57,15:54.7
0.003633333,0.003633333,0.0099,0.0099,8.47E-06,19,63,30:18.8
0.003633333,0.003633333,0.0099,0.0099,8.84E-06,19,70,46:39.2
0.003633333,0.003633333,0.0099,0.0099,7.91E-06,19,76,05:08.9
0.003633333,0.006766667,0.0005,0.0005,0.000454674,13,39,05:23.2
0.003633333,0.006766667,0.0005,0.0005,0.000445555,13,43,05:37.3
0.003633333,0.006766667,0.0005,0.0005,0.000432971,13,48,05:52.3
0.003633333,0.006766667,0.0005,0.0005,0.000449328,13,52,06:09.5
0.003633333,0.006766667,0.0005,0.0005,0.000256181,15,45,06:37.3
0.003633333,0.006766667,0.0005,0.0005,0.000275316,15,50,07:10.0
0.003633333,0.006766667,0.0005,0.0005,0.000263168,15,55,07:38.4
0.003633333,0.006766667,0.0005,0.0005,0.000272804,15,60,37:46.8
0.003633333,0.006766667,0.0005,0.0005,0.000156757,17,51,56:02.4
0.003633333,0.006766667,0.0005,0.0005,0.000154549,17,57,11:21.2
0.003633333,0.006766667,0.0005,0.0005,0.000158099,17,62,31:24.2
0.003633333,0.006766667,0.0005,0.0005,0.000151094,17,68,34:11.0
0.003633333,0.006766667,0.0005,0.0005,9.34E-05,19,57,38:59.6
0.003633333,0.006766667,0.0005,0.0005,9.55E-05,19,63,14:45.5
0.003633333,0.006766667,0.0005,0.0005,9.85E-05,19,70,18:09.6
0.003633333,0.006766667,0.0005,0.0005,9.44E-05,19,76,47:52.2
0.003633333,0.006766667,0.003633333,0.003633333,0.00073867,13,39,48:16.3
0.003633333,0.006766667,0.003633333,0.003633333,0.00078937,13,43,54:22.7
0.003633333,0.006766667,0.003633333,0.003633333,0.000809158,13,48,54:50.1
0.003633333,0.006766667,0.003633333,0.003633333,0.000778654,13,52,29:21.6
0.003633333,0.006766667,0.003633333,0.003633333,0.000496724,15,45,30:11.5
0.003633333,0.006766667,0.003633333,0.003633333,0.000467452,15,50,31:14.7
0.003633333,0.006766667,0.003633333,0.003633333,0.000495701,15,55,32:19.7
0.003633333,0.006766667,0.003633333,0.003633333,0.000472241,15,60,33:31.9
0.003633333,0.006766667,0.003633333,0.003633333,0.000343346,17,51,35:15.6
0.003633333,0.006766667,0.003633333,0.003633333,0.000335668,17,57,36:51.8
0.003633333,0.006766667,0.003633333,0.003633333,0.000309374,17,62,38:55.0
0.003633333,0.006766667,0.003633333,0.003633333,0.000357702,17,68,40:43.3
0.003633333,0.006766667,0.003633333,0.003633333,0.000217507,19,57,43:29.4
0.003633333,0.006766667,0.003633333,0.003633333,0.000208355,19,63,46:37.1
0.003633333,0.006766667,0.003633333,0.003633333,0.000219019,19,70,49:40.5
0.003633333,0.006766667,0.003633333,0.003633333,0.000241724,19,76,52:37.1
0.003633333,0.006766667,0.006766667,0.006766667,0.001170652,13,39,53:07.3
0.003633333,0.006766667,0.006766667,0.006766667,0.00121442,13,43,53:39.8
0.003633333,0.006766667,0.006766667,0.006766667,0.001154999,13,48,54:12.0
0.003633333,0.006766667,0.006766667,0.006766667,0.001121367,13,52,54:44.0
0.003633333,0.006766667,0.006766667,0.006766667,0.000836219,15,45,55:32.4
0.003633333,0.006766667,0.006766667,0.006766667,0.000782658,15,50,56:24.3
0.003633333,0.006766667,0.006766667,0.006766667,0.00081607,15,55,57:12.0
0.003633333,0.006766667,0.006766667,0.006766667,0.000781867,15,60,58:10.0
0.003633333,0.006766667,0.006766667,0.006766667,0.000557782,17,51,59:35.0
0.003633333,0.006766667,0.006766667,0.006766667,0.000589175,17,57,00:49.8
0.003633333,0.006766667,0.006766667,0.006766667,0.000599228,17,62,02:12.5
0.003633333,0.006766667,0.006766667,0.006766667,0.000632691,17,68,04:18.3
0.003633333,0.006766667,0.006766667,0.006766667,0.000458456,19,57,06:30.8
0.003633333,0.006766667,0.006766667,0.006766667,0.000440594,19,63,08:29.0
0.003633333,0.006766667,0.006766667,0.006766667,0.00043669,19,70,10:52.7
0.003633333,0.006766667,0.006766667,0.006766667,0.000445688,19,76,13:03.8
0.003633333,0.006766667,0.0099,0.0099,0.001703579,13,39,13:29.9
0.003633333,0.006766667,0.0099,0.0099,0.001620582,13,43,13:57.2
0.003633333,0.006766667,0.0099,0.0099,0.00166242,13,48,14:26.5
0.003633333,0.006766667,0.0099,0.0099,0.001728946,13,52,14:55.5
0.003633333,0.006766667,0.0099,0.0099,0.00127563,15,45,15:41.5
0.003633333,0.006766667,0.0099,0.0099,0.001300557,15,50,16:21.8
0.003633333,0.006766667,0.0099,0.0099,0.001180782,15,55,17:01.3
0.003633333,0.006766667,0.0099,0.0099,0.001214475,15,60,17:52.4
0.003633333,0.006766667,0.0099,0.0099,0.000951543,17,51,19:07.3
0.003633333,0.006766667,0.0099,0.0099,0.000936473,17,57,20:19.3
0.003633333,0.006766667,0.0099,0.0099,0.000975822,17,62,21:35.0
0.003633333,0.006766667,0.0099,0.0099,0.001107763,17,68,22:45.5
0.003633333,0.006766667,0.0099,0.0099,0.000741811,19,57,24:25.4
0.003633333,0.006766667,0.0099,0.0099,0.000828825,19,63,26:15.7
0.003633333,0.006766667,0.0099,0.0099,0.000758917,19,70,28:02.3
0.003633333,0.006766667,0.0099,0.0099,0.000794745,19,76,47:29.4
0.003633333,0.0099,0.0005,0.0005,0.003593678,13,39,47:50.2
0.003633333,0.0099,0.0005,0.0005,0.003298706,13,43,06:06.8
0.003633333,0.0099,0.0005,0.0005,0.003197628,13,48,06:25.5
0.003633333,0.0099,0.0005,0.0005,0.003844484,13,52,06:50.6
0.003633333,0.0099,0.0005,0.0005,0.002838301,15,45,07:25.4
0.003633333,0.0099,0.0005,0.0005,0.003089095,15,50,20:52.9
0.003633333,0.0099,0.0005,0.0005,0.003075898,15,55,21:31.6
0.003633333,0.0099,0.0005,0.0005,0.003182463,15,60,39:12.1
0.003633333,0.0099,0.0005,0.0005,0.002467504,17,51,40:14.5
0.003633333,0.0099,0.0005,0.0005,0.002381259,17,57,40:54.4
0.003633333,0.0099,0.0005,0.0005,0.002653136,17,62,57:51.4
0.003633333,0.0099,0.0005,0.0005,0.002421487,17,68,07:22.3
0.003633333,0.0099,0.0005,0.0005,0.001981158,19,57,09:13.3
0.003633333,0.0099,0.0005,0.0005,0.002224724,19,63,27:27.4
0.003633333,0.0099,0.0005,0.0005,0.001946298,19,70,43:58.7
0.003633333,0.0099,0.0005,0.0005,0.002042329,19,76,46:09.6
0.003633333,0.0099,0.003633333,0.003633333,0.004635141,13,39,46:21.7
0.003633333,0.0099,0.003633333,0.003633333,0.005320167,13,43,46:43.3
0.003633333,0.0099,0.003633333,0.003633333,0.005229437,13,48,00:23.0
0.003633333,0.0099,0.003633333,0.003633333,0.005012249,13,52,00:52.6
0.003633333,0.0099,0.003633333,0.003633333,0.004565382,15,45,17:12.6
0.003633333,0.0099,0.003633333,0.003633333,0.004512517,15,50,17:48.1
0.003633333,0.0099,0.003633333,0.003633333,0.00448523,15,55,18:29.3
0.003633333,0.0099,0.003633333,0.003633333,0.004721784,15,60,19:06.3
0.003633333,0.0099,0.003633333,0.003633333,0.00390277,17,51,19:55.1
0.003633333,0.0099,0.003633333,0.003633333,0.004097192,17,57,20:46.3
0.003633333,0.0099,0.003633333,0.003633333,0.004071147,17,62,21:44.8
0.003633333,0.0099,0.003633333,0.003633333,0.004120038,17,68,22:40.5
